order,actor_ID,code_ID,field_cat,collab_num,gender_cat,border_cat,seek_num,code_quote,code_theme
27,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"No. Well ... don't know. Never thought about it. No, actually, maybe but, n...",Challenges
28,ID63,Cross-Cultural Understanding,science and engineering,1,M,not border state,0,"No. Well ... don't know. Never thought about it. No, actually, maybe but, n...",Sociocultural and Political Context
29,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"What factors have presented as challenges to work with Mexico?
Dr. Alvarado...",Challenges
30,ID63,Research Interest,science and engineering,1,M,not border state,0,"People who can respond, and they are people who can publish. That's one of ...",Academic Trajectory
31,ID63,Personal Relationships,science and engineering,1,M,not border state,0,"People who can respond, and they are people who can publish. That's one of ...",Peer-to-Peer
32,ID63,Institutional Successes,science and engineering,1,M,not border state,0,"People who can respond, and they are people who can publish. That's one of ...",Institution-to-Institution
33,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"So that's the main challenge. In Bolivia, it was pretty clear the first yea...",Challenges
34,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"And now, in Mexico, the challenges are mostly related to violence in rural ...",Challenges
35,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"In the past, I worked ... I have also worked in the mountains in Northern M...",Challenges
36,ID63,Personal Relationships,science and engineering,1,M,not border state,0,I think most of the international research going on at the university is pe...,Peer-to-Peer
37,ID63,Research Interest,science and engineering,1,M,not border state,0,I think most of the international research going on at the university is pe...,Academic Trajectory
38,ID63,Institutional Successes,science and engineering,1,M,not border state,0,Yeah. Where they have a joint campus in Bellevue. So those types of relatio...,Institution-to-Institution
39,ID63,Personal Relationships,science and engineering,1,M,not border state,0,Yeah. Where they have a joint campus in Bellevue. So those types of relatio...,Peer-to-Peer
40,ID63,Family Situation,science and engineering,1,M,not border state,0,"And of course, as I mentioned, in our department, in our school, some of th...",Background
41,ID63,Research Interest,science and engineering,1,M,not border state,0,"And of course, as I mentioned, in our department, in our school, some of th...",Academic Trajectory
42,ID63,Institutional Context,science and engineering,1,M,not border state,0,"Oh, they gave me this office. Yeah, that's the type of support. Lights, and...",Institutional Context
43,ID63,Institutional Successes,science and engineering,1,M,not border state,0,"Oh, they gave me this office. Yeah, that's the type of support. Lights, and...",Institution-to-Institution
44,ID63,Funding Difficulties,science and engineering,1,M,not border state,0,Yeah. I tend not to send them to Mexico anymore. I used to have a [inaudibl...,Presence of Funding
45,ID63,Lack of Interest - USA,science and engineering,1,M,not border state,0,Yeah. I tend not to send them to Mexico anymore. I used to have a [inaudibl...,Challenges
46,ID63,Doctoral Research,science and engineering,1,M,not border state,0,Yeah. I tend not to send them to Mexico anymore. I used to have a [inaudibl...,Student Programs
47,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"I've been wondering about that myself for years, and Mexico doesn't have an...",Challenges
48,ID63,Research Interest,science and engineering,1,M,not border state,0,"So, yeah, I guess we have interests in Latin America, but not in specific w...",Academic Trajectory
49,ID63,Lack of Interest - Mexico,science and engineering,1,M,not border state,0,"So, yeah, I guess we have interests in Latin America, but not in specific w...",Challenges
50,ID63,Disciplinary Culture,science and engineering,1,M,not border state,0,There are ... in some areas there are. Like medicine. Health sciences have ...,Disciplinary
51,ID63,Institutional Challenges (Pre),science and engineering,1,M,not border state,0,"In our case, I don't see an institutional [inaudible 00:31:31] that can dev...",Sociocultural and Political Context
52,ID63,Disciplinary Culture,science and engineering,1,M,not border state,0,"In our case, I don't see an institutional [inaudible 00:31:31] that can dev...",Disciplinary
53,ID63,Research Interest,science and engineering,1,M,not border state,0,"I'm looking for tele connections, and how, for instance, people develop thr...",Academic Trajectory
54,ID63,Institutional Context,science and engineering,1,M,not border state,0,"Never thought about it. 'Cause I like, just go and do my own thing, and don...",Institutional Context
55,ID63,Institutional Context,science and engineering,1,M,not border state,0,With impact on policies and decision making. Yeah. Something like when you ...,Institutional Context
56,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,With impact on policies and decision making. Yeah. Something like when you ...,Challenges
57,ID63,Lack of Interest - USA,science and engineering,1,M,not border state,0,Yeah. The US doesn't have a good reputation. They won't just for the sake o...,Challenges
58,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,They all wonder what is going to happen. They all wonder if I'm going to be...,Challenges
59,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,It would be great because if it picks up and we started worrying more about...,Challenges
60,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"Institutional support or government support, I guess. Help this Latin Ameri...",Challenges
61,ID63,Institutional Challenges (Pre),science and engineering,1,M,not border state,0,"Institutional support or government support, I guess. Help this Latin Ameri...",Sociocultural and Political Context
62,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,There was hope when the NAFTA was signed that would bring some benefits to ...,Challenges
63,ID63,Political/Legal Challenges,science and engineering,1,M,not border state,0,"The CAC, that's a collaboration that came out NAFTA, the one that is a comm...",Challenges
64,ID63,Lack of Interest - USA,science and engineering,1,M,not border state,0,"Like, Monarch butterflies, we are trying to protect them in Mexico, but not...",Challenges
65,ID63,Research Interest,science and engineering,1,M,not border state,0,"Like, Monarch butterflies, we are trying to protect them in Mexico, but not...",Academic Trajectory
66,ID63,Collaboration Examples,science and engineering,1,M,not border state,0,We have small projects. The US has small projects with Mexico and migratory...,Definition of Collaboration
67,ID63,Institutional Context,science and engineering,1,M,not border state,0,Consortium of US universities instead of single universities. I think that ...,Institutional Context
68,ID63,Institutional Context,science and engineering,1,M,not border state,0,"The Western Governor's Association, they collaborate with Mexico. Those are...",Institutional Context
